Price,Close,High,Low,Open,Volume,Returns,MA_short,MA_long,Volatility,Signal,Strategy Returns,Cumulative Market,Cumulative Strategy
Ticker,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,,,,,,,,
Date,,,,,,,,,,,,,
2024-01-01,104.6500015258789,106.79000091552734,103.81999969482422,105.02999877929688,5615330,,,,,0,,,
2024-01-02,103.72000122070312,105.0,103.0,105.0,5058885,-0.008886768195085049,,,,0,-0.0,0.991113231804915,1.0
2024-01-03,108.9000015258789,108.9000015258789,105.0,107.5999984741211,20224985,0.04994215430207527,,,,0,0.0,1.0406115617585445,1.0
2024-01-04,111.70999908447266,112.29000091552734,107.45999908447266,109.5999984741211,18058635,0.025803466659511276,,,,0,0.0,1.0674629474978832,1.0
2024-01-05,110.22000122070312,113.0,109.22000122070312,112.94000244140625,7057180,-0.013338088586347885,,,,0,-0.0,1.0532250321415124,1.0
2024-01-08,108.33999633789062,110.79000091552734,108.0,110.79000091552734,4877220,-0.017056839611605534,,,,0,-0.0,1.0352603416933466,1.0
2024-01-09,107.94999694824219,110.69999694824219,107.0,109.0,6068560,-0.0035997729631825903,,,,0,-0.0,1.0315336395054637,1.0
2024-01-10,108.45999908447266,109.91999816894531,107.0,108.9000015258789,5124370,0.004724429371452343,,,,0,0.0,1.0364070473295846,1.0
2024-01-11,108.02999877929688,109.54000091552734,107.81999969482422,109.54000091552734,3905230,-0.003964598089668758,,,,0,-0.0,1.0322981099296225,1.0
2024-01-12,108.2300033569336,109.36000061035156,108.0,109.19999694824219,3557595,0.0018513799860844227,,,,0,0.0,1.034209285990019,1.0
2024-01-15,108.2300033569336,109.4000015258789,108.0,109.36000061035156,5388160,0.0,,,,0,0.0,1.034209285990019,1.0
2024-01-16,106.45999908447266,108.0,105.80000305175781,108.0,5275615,-0.016354099764957164,,,,0,-0.0,1.017295724149093,1.0
2024-01-17,104.29000091552734,105.9800033569336,101.22000122070312,105.88999938964844,9033850,-0.020383225508235125,,,,0,-0.0,0.9965599559951986,1.0
2024-01-18,104.70999908447266,106.05000305175781,101.80000305175781,104.29000091552734,6921265,0.004027214164908255,,,,0,0.0,1.0005733163661628,1.0
2024-01-19,103.3499984741211,109.80000305175781,102.87999725341797,105.80000305175781,30354205,-0.01298825921347213,,,,0,-0.0,0.9875776107711156,1.0
2024-01-23,103.51000213623047,111.0,103.0,108.79000091552734,7195585,0.0015481728541044681,,,,0,0.0,0.9891065516194328,1.0
2024-01-24,103.98999786376953,105.20999908447266,102.4000015258789,104.55999755859375,210761730,0.00463719174604349,,,,0,0.0,0.99369322835656,1.0
2024-01-25,108.66000366210938,109.0,104.19999694824219,104.4800033569336,10878630,0.044908220927725395,,,,0,0.0,1.038318223389981,1.0
2024-01-29,114.08999633789062,114.08999633789062,110.5,114.0,28650025,0.04997232185511824,,,,0,0.0,1.0902053958372597,1.0
2024-01-30,111.66000366210938,115.95999908447266,109.4000015258789,115.0,14810575,-0.02129891098063097,107.45800018310547,,,0,-0.0,1.0669852081607183,1.0
2024-01-31,112.54000091552734,114.05999755859375,111.5999984741211,111.69999694824219,9578080,0.007881042670219607,107.8525001525879,,0.02222377466837712,0,0.0,1.075394164114726,1.0
2024-02-01,112.87000274658203,113.80000305175781,111.36000061035156,113.5999984741211,6886195,0.002932306987471822,108.31000022888183,,0.022022903235082825,0,0.0,1.078547549936446,1.0
2024-02-02,111.87999725341797,113.5999984741211,111.0999984741211,113.4000015258789,10005725,-0.008771201108117688,108.4590000152588,,0.019398170633532722,0,-0.0,1.0690873924712858,1.0
2024-02-05,109.26000213623047,113.0,109.0,112.94000244140625,7884690,-0.023417904732809247,108.33650016784668,,0.01927803522460586,0,-0.0,1.0440516057633458,1.0
2024-02-06,109.94000244140625,110.9800033569336,109.0,110.9800033569336,5729195,0.006223689290504764,108.32250022888184,,0.019111127813174162,0,0.0,1.0505494585608695,1.0
2024-02-07,113.94000244140625,114.95999908447266,109.5999984741211,110.4000015258789,13928975,0.03638348109126022,108.60250053405761,,0.02029368834835729,0,0.0,1.0887721049218526,1.0
2024-02-08,112.73999786376953,115.76000213623047,112.19999694824219,114.4000015258789,11074465,-0.010531898823276098,108.84200057983398,,0.020465698077687448,0,-0.0,1.0773052672712102,1.0
2024-02-09,113.9000015258789,115.48999786376953,110.80000305175781,113.80000305175781,6638975,0.010289193578937983,109.1140007019043,,0.02053710968145972,0,0.0,1.0883898697097731,1.0
2024-02-12,112.37000274658203,116.98999786376953,111.19999694824219,115.0,7712875,-0.013432824923617304,109.33100090026855,,0.020804925630861146,0,-0.0,1.0737697191413231,1.0
2024-02-13,112.41999816894531,113.5999984741211,106.75,113.0,8356035,0.0004449178707954804,109.54050064086914,,0.02080844949346225,0,0.0,1.0742474584784882,1.0
2024-02-14,112.77999877929688,114.0,107.4000015258789,110.4000015258789,6340710,0.0032022826562454476,109.7680004119873,,0.020803731825727426,0,0.0,1.0776875024832897,1.0
2024-02-15,112.37000274658203,113.80000305175781,111.76000213623047,113.5999984741211,3294985,-0.0036353612090135323,110.06350059509278,,0.02039504706511288,0,-0.0,1.0737697191413234,1.0
2024-02-16,112.75,113.37999725341797,111.0,112.4000015258789,5075395,0.0033816609782857388,110.4865005493164,,0.019645688644614665,0,0.0,1.0774008443002083,1.0
2024-02-19,113.52999877929688,115.27999877929688,112.75,114.4000015258789,4871805,0.0069179492620565775,110.92750053405761,,0.01965585089385911,0,0.0,1.084854248675974,1.0
2024-02-20,110.7300033569336,114.16999816894531,110.38999938964844,114.0,5965045,-0.024663044591469507,111.29650077819824,,0.020355104550865148,0,-0.0,1.0580984399656332,1.0
2024-02-21,108.1500015258789,112.0,107.0,111.0,6315215,-0.02329993455105528,111.52850074768067,,0.021229589413665432,0,-0.0,1.0334448155658602,1.0
2024-02-22,112.44999694824219,113.4000015258789,103.45999908447266,109.30000305175781,5967790,0.03975955026994926,111.9515007019043,,0.02281716021200362,0,0.0,1.0745341166615694,1.0
2024-02-23,111.80999755859375,113.19999694824219,111.0199966430664,112.4000015258789,4008995,-0.005691413134879975,112.10900039672852,,0.02077534001165569,0,-0.0,1.0684184990761252,1.0
2024-02-26,114.08999633789062,115.0,111.19999694824219,111.88999938964844,10010285,0.020391725508285052,112.10900039672852,,0.01802350476942024,0,0.0,1.0902053958372595,1.0
2024-02-27,113.33999633789062,114.95999908447266,112.20999908447266,114.95999908447266,4597055,-0.00657375777082847,112.19300003051758,,0.017390716253673423,0,-0.0,1.0830386496445752,1.0
2024-02-28,109.91999816894531,113.30000305175781,109.54000091552734,112.83000183105469,4878080,-0.030174680425695155,112.06199989318847,,0.018623689930702847,0,-0.0,1.0503583045028737,1.0
2024-02-29,109.98999786376953,112.80000305175781,107.80000305175781,110.66999816894531,8243910,0.0006368240173788564,111.91799964904786,,0.018605158463706382,0,0.0,1.0510271978980346,1.0
2024-03-01,110.83000183105469,111.80000305175781,110.04000091552734,110.4800033569336,4943820,0.007637094132191491,111.8654998779297,,0.0186121557298759,0,0.0,1.0590539915438753,1.0
2024-03-04,111.9800033569336,112.63999938964844,110.5999984741211,111.16000366210938,6485355,0.010376265513664107,112.00149993896484,,0.01792497890113693,0,0.0,1.0700430169534403,1.0
2024-03-05,114.7699966430664,116.0,111.05999755859375,111.76000213623047,10617185,0.024915102719186066,112.24299964904785,,0.018662777212744668,0,0.0,1.096703248634783,1.0
2024-03-06,115.33999633789062,116.0,112.0,115.0,8543545,0.004966452134671728,112.31299934387206,,0.01688164249479865,0,0.0,1.1021499728250665,1.0
2024-03-07,113.37000274658203,115.52999877929688,113.0,115.31999969482422,6619255,-0.017079882554681736,112.3444995880127,,0.01717285487094001,0,-0.0,1.0833253807315688,1.0
2024-03-11,113.38999938964844,114.5,112.0,114.0,5793265,0.00017638389857954628,112.31899948120117,,0.01701507787184036,0,0.0,1.0835164618856523,1.0
2024-03-12,111.22000122070312,113.19999694824219,108.4000015258789,112.80000305175781,6074690,-0.019137474033211865,112.26149940490723,,0.017296066355406082,0,-0.0,1.062780693731758,1.0
2024-03-13,105.66000366210938,111.81999969482422,105.66000366210938,111.52999877929688,8955305,-0.049990986311541086,111.92349967956542,110.18980010986328,0.020542721388201606,1,-0.005,1.0096512386192436,0.995
2024-03-14,107.56999969482422,108.98999786376953,100.37999725341797,100.37999725341797,12480915,0.018076812100279893,111.66299972534179,110.24820007324219,0.02103833612929028,1,0.018076812100279893,1.0279025143465785,1.0129864280397785
2024-03-15,106.08000183105469,108.0,104.0,107.22000122070312,11476165,-0.013851425750642798,111.34849967956544,110.29540008544922,0.021199687034794204,1,-0.013851425750642798,1.0136645989902078,0.9989551217453766
2024-03-18,105.87999725341797,106.4000015258789,102.0,102.19999694824219,17430270,-0.0018854126525681414,111.00499954223633,110.235,0.02115333118915264,1,-0.0018854126525681414,1.0117534229298113,0.9970716791194901
2024-03-19,103.63999938964844,106.77999877929688,103.08000183105469,105.79000091552734,5161705,-0.02115600606229917,110.5104995727539,110.07360000610352,0.02139589339631277,1,-0.02115600606229917,0.9903487613807562,0.9759776246314914
2024-03-20,102.97000122070312,104.76000213623047,100.30999755859375,104.76000213623047,10112830,-0.006464667820253123,110.12249946594238,109.92860000610352,0.020865997653885197,1,-0.006464667820253123,0.9839464856122305,0.9696682534882491
2024-03-21,104.8499984741211,105.63999938964844,103.4000015258789,103.55999755859375,4146940,0.018257718084206287,109.95749931335449,109.85880004882813,0.020851151683670913,1,0.018257718084206287,1.0019111031564842,0.9873721830956422
2024-03-22,106.20999908447266,107.76000213623047,104.8499984741211,105.76000213623047,6656345,0.012970916834941448,109.64549942016602,109.82400009155273,0.018834956605582938,-1,0.002970916834941448,1.0149068087515314,0.9903055837367539
2024-03-26,104.4000015258789,107.13999938964844,103.80000305175781,104.05999755859375,7975065,-0.017041686980471482,109.27499961853027,109.74280014038087,0.019099605613509412,-1,0.017041686980471482,0.9976110846024385,1.0071820615098088
2024-03-27,103.30999755859375,109.62000274658203,101.26000213623047,105.80000305175781,46734380,-0.010440650875038204,108.73599967956542,109.6484001159668,0.018319529856554582,-1,0.010440650875038204,0.9871953755590362,1.017697697781634
2024-03-28,106.76000213623047,107.7699966430664,103.70999908447266,104.0,16751295,0.033394682597683634,108.40699996948243,109.61900009155273,0.02019828678486559,-1,-0.033394682597683634,1.0201624517877315,0.983712006183823
2024-04-01,112.08999633789062,112.08999633789062,108.91999816894531,109.54000091552734,12532815,0.049925010256733016,108.51549987792968,109.69619995117188,0.022313219672651284,-1,-0.049925010256733016,1.071094072656768,0.9346001741854243
2024-04-02,117.69000244140625,117.69000244140625,114.80000305175781,115.0,35051615,0.04995990977316689,108.90050010681152,109.92080001831054,0.024829823871193854,-1,-0.04995990977316689,1.124605835885274,0.8879076338091344
2024-04-03,123.56999969482422,123.56999969482422,117.69000244140625,118.0,45128980,0.049961739582301545,109.5375,110.30639999389649,0.026901986274169926,-1,-0.049961739582301545,1.1807930997905105,0.8435462238356248
2024-04-04,128.39999389648438,129.3800048828125,125.52999877929688,126.02999877929688,38586785,0.03908711024996836,110.35849952697754,110.78019989013671,0.027906504856165356,-1,-0.03908711024996836,1.226946889864424,0.8105744395836173
2024-04-05,125.33999633789062,127.30000305175781,123.62999725341797,126.0,19574600,-0.023831757819713806,110.88699951171876,111.21999984741211,0.028405111779676865,-1,0.023831757819713806,1.197706588727524,0.8298918533226243
2024-04-08,122.20999908447266,126.5199966430664,121.19999694824219,126.4000015258789,11282815,-0.02497205476997255,111.23049964904786,111.59399978637695,0.02917405114759871,-1,0.02497205476997255,1.1677973941954634,0.8506159581369509
2024-04-09,123.2699966430664,126.4000015258789,122.27999877929688,123.4000015258789,10691995,0.008673574720028165,111.72549934387207,111.97959976196289,0.028793147083405014,-1,-0.008673574720028165,1.1779263721518718,0.8432380770660017
2024-04-10,123.56999969482422,124.37999725341797,122.0,124.27999877929688,7593325,0.0024337069840805192,112.23449935913087,112.27779968261719,0.028779374743333003,-1,-0.0024337069840805192,1.1807930997905105,0.8411858826686036
